Tier,City,Household Load kWh/year,PV Size kW,Battery Size kWh,PV Yield kWh/kW/year,Annual PV Generation kWh,PV Used by Household kWh,Grid Import kWh,Grid Export kWh,Self Consumption Ratio %,Self Sufficiency Ratio %,Peak Grid Reduction Proxy kWh/year,System Cost EUR,Annual Net Benefit EUR,Payback Years,NPV EUR,LCOE Proxy EUR/kWh,CO2 Savings kg/year,Lifetime CO2 Savings tonnes,CO2 Savings tonnes per EUR,Battery Final Health,Battery Replacement Year
Tier 3,Oldenburg,5000,7,0,890,6230,2180.5,2819.5,4049.5,35.0,43.61,0.0,9100,1061.55,8.57,2702.72,0.097,828.59,12.43,0.001366,,
Tier 3,Oldenburg,5000,7,3,890,6230,2928.1,2071.9,3301.9,47.0,58.56,297.0,11050,1266.33,8.73,3029.55,0.118,1112.68,16.69,0.00151,0.625,12.0
Tier 3,Oldenburg,5000,7,5,890,6230,3426.5,1573.5,2803.5,55.0,68.53,495.0,12350,1402.85,8.8,3247.43,0.132,1302.07,19.53,0.001581,0.625,12.0
Tier 3,Oldenburg,5000,7,8,890,6230,4174.1,825.9,2055.9,67.0,83.48,792.0,14300,1607.63,8.9,3574.25,0.153,1586.16,23.79,0.001664,0.625,12.0
Tier 3,Oldenburg,5000,7,10,890,6230,4361.0,639.0,1869.0,70.0,87.22,990.0,15600,1650.7,9.45,2753.12,0.167,1657.18,24.86,0.001593,0.625,12.0
Tier 3,Oldenburg,5000,7,12,890,6230,4361.0,639.0,1869.0,70.0,87.22,1188.0,16900,1637.7,10.32,1308.58,0.181,1657.18,24.86,0.001471,0.625,12.0
Tier 3,Oldenburg,5000,10,0,890,8900,3115.0,1885.0,5785.0,35.0,62.3,0.0,13000,1516.5,8.57,3861.03,0.097,1183.7,17.76,0.001366,,
Tier 3,Oldenburg,5000,10,3,890,8900,4183.0,817.0,4717.0,47.0,83.66,297.0,14950,1817.4,8.23,5256.56,0.112,1589.54,23.84,0.001595,0.625,12.0
Tier 3,Oldenburg,5000,10,5,890,8900,4895.0,105.0,4005.0,55.0,97.9,495.0,16250,2018.0,8.05,6186.91,0.122,1860.1,27.9,0.001717,0.625,12.0
Tier 3,Oldenburg,5000,10,8,890,8900,5000.0,0.0,3900.0,56.18,100.0,792.0,18200,2030.0,8.97,4370.33,0.136,1900.0,28.5,0.001566,0.625,12.0
Tier 3,Oldenburg,5000,10,10,890,8900,5000.0,0.0,3900.0,56.18,100.0,990.0,19500,2017.0,9.67,2925.79,0.146,1900.0,28.5,0.001462,0.625,12.0
Tier 3,Oldenburg,5000,10,12,890,8900,5000.0,0.0,3900.0,56.18,100.0,1188.0,20800,2004.0,10.38,1481.25,0.156,1900.0,28.5,0.00137,0.625,12.0
Tier 3,Cottbus,3500,3,0,1030,3090,1081.5,2418.5,2008.5,35.0,30.9,0.0,3900,532.65,7.32,2022.21,0.084,410.97,6.16,0.001581,,
Tier 3,Cottbus,3500,3,3,1030,3090,1452.3,2047.7,1637.7,47.0,41.49,303.6,5850,624.39,9.37,1092.21,0.126,551.87,8.28,0.001415,0.625,12.0
Tier 3,Cottbus,3500,3,5,1030,3090,1699.5,1800.5,1390.5,55.0,48.56,506.0,7150,685.55,10.43,472.21,0.154,645.81,9.69,0.001355,0.625,12.0
Tier 3,Cottbus,3500,3,8,1030,3090,2070.3,1429.7,1019.7,67.0,59.15,809.6,9100,777.29,11.71,-457.79,0.196,786.71,11.8,0.001297,0.625,12.0
Tier 3,Cottbus,3500,3,10,1030,3090,2163.0,1337.0,927.0,70.0,61.8,1012.0,10400,792.1,13.13,-1593.13,0.224,821.94,12.33,0.001185,0.625,12.0
Tier 3,Cottbus,3500,3,12,1030,3090,2163.0,1337.0,927.0,70.0,61.8,1214.4,11700,779.1,15.02,-3037.66,0.252,821.94,12.33,0.001054,0.625,12.0
Tier 3,Cottbus,3500,5,0,1030,5150,1802.5,1697.5,3347.5,35.0,51.5,0.0,6500,887.75,7.32,3370.35,0.084,684.95,10.27,0.001581,,
Tier 3,Cottbus,3500,5,3,1030,5150,2420.5,1079.5,2729.5,47.0,69.16,303.6,8450,1053.65,8.02,3264.89,0.109,919.79,13.8,0.001633,0.625,12.0
Tier 3,Cottbus,3500,5,5,1030,5150,2832.5,667.5,2317.5,55.0,80.93,506.0,9750,1164.25,8.37,3194.58,0.126,1076.35,16.15,0.001656,0.625,12.0
Tier 3,Cottbus,3500,5,8,1030,5150,3450.5,49.5,1699.5,67.0,98.59,809.6,11700,1330.15,8.8,3089.12,0.151,1311.19,19.67,0.001681,0.625,12.0
Tier 3,Cottbus,3500,5,10,1030,5150,3500.0,0.0,1650.0,67.96,100.0,1012.0,13000,1332.0,9.76,1809.69,0.168,1330.0,19.95,0.001535,0.625,12.0
Tier 3,Cottbus,3500,5,12,1030,5150,3500.0,0.0,1650.0,67.96,100.0,1214.4,14300,1319.0,10.84,365.15,0.185,1330.0,19.95,0.001395,0.625,12.0
Tier 3,Cottbus,3500,7,0,1030,7210,2523.5,976.5,4686.5,35.0,72.1,0.0,9100,1242.85,7.32,4718.49,0.084,958.93,14.38,0.001581,,
Tier 3,Cottbus,3500,7,3,1030,7210,3388.7,111.3,3821.3,47.0,96.82,303.6,11050,1482.91,7.45,5437.57,0.102,1287.71,19.32,0.001748,0.625,12.0
Tier 3,Cottbus,3500,7,5,1030,7210,3500.0,0.0,3710.0,48.54,100.0,506.0,12350,1503.3,8.22,4364.27,0.114,1330.0,19.95,0.001615,0.625,12.0
Tier 3,Cottbus,3500,7,8,1030,7210,3500.0,0.0,3710.0,48.54,100.0,809.6,14300,1483.8,9.64,2197.46,0.132,1330.0,19.95,0.001395,0.625,12.0
Tier 3,Cottbus,3500,7,10,1030,7210,3500.0,0.0,3710.0,48.54,100.0,1012.0,15600,1470.8,10.61,752.92,0.144,1330.0,19.95,0.001279,0.625,12.0
Tier 3,Cottbus,3500,7,12,1030,7210,3500.0,0.0,3710.0,48.54,100.0,1214.4,16900,1457.8,11.59,-691.61,0.156,1330.0,19.95,0.00118,0.625,12.0
Tier 3,Cottbus,3500,10,0,1030,10300,3500.0,0.0,6800.0,33.98,100.0,0.0,13000,1744.0,7.45,6390.47,0.084,1330.0,19.95,0.001535,,
Tier 3,Cottbus,3500,10,3,1030,10300,3500.0,0.0,6800.0,33.98,100.0,303.6,14950,1724.5,8.67,4223.66,0.097,1330.0,19.95,0.001334,0.625,12.0
Tier 3,Cottbus,3500,10,5,1030,10300,3500.0,0.0,6800.0,33.98,100.0,506.0,16250,1711.5,9.49,2779.12,0.105,1330.0,19.95,0.001228,0.625,12.0
Tier 3,Cottbus,3500,10,8,1030,10300,3500.0,0.0,6800.0,33.98,100.0,809.6,18200,1692.0,10.76,612.31,0.118,1330.0,19.95,0.001096,0.625,12.0
Tier 3,Cottbus,3500,10,10,1030,10300,3500.0,0.0,6800.0,33.98,100.0,1012.0,19500,1679.0,11.61,-832.23,0.126,1330.0,19.95,0.001023,0.625,12.0
Tier 3,Cottbus,3500,10,12,1030,10300,3500.0,0.0,6800.0,33.98,100.0,1214.4,20800,1666.0,12.48,-2276.77,0.135,1330.0,19.95,0.000959,0.625,12.0
Tier 3,Cottbus,4200,3,0,1030,3090,1081.5,3118.5,2008.5,35.0,25.75,0.0,3900,532.65,7.32,2022.21,0.084,410.97,6.16,0.001581,,
Tier 3,Cottbus,4200,3,3,1030,3090,1452.3,2747.7,1637.7,47.0,34.58,303.6,5850,624.39,9.37,1092.21,0.126,551.87,8.28,0.001415,0.625,12.0
Tier 3,Cottbus,4200,3,5,1030,3090,1699.5,2500.5,1390.5,55.0,40.46,506.0,7150,685.55,10.43,472.21,0.154,645.81,9.69,0.001355,0.625,12.0
Tier 3,Cottbus,4200,3,8,1030,3090,2070.3,2129.7,1019.7,67.0,49.29,809.6,9100,777.29,11.71,-457.79,0.196,786.71,11.8,0.001297,0.625,12.0
Tier 3,Cottbus,4200,3,10,1030,3090,2163.0,2037.0,927.0,70.0,51.5,1012.0,10400,792.1,13.13,-1593.13,0.224,821.94,12.33,0.001185,0.625,12.0
Tier 3,Cottbus,4200,3,12,1030,3090,2163.0,2037.0,927.0,70.0,51.5,1214.4,11700,779.1,15.02,-3037.66,0.252,821.94,12.33,0.001054,0.625,12.0
Tier 3,Cottbus,4200,5,0,1030,5150,1802.5,2397.5,3347.5,35.0,42.92,0.0,6500,887.75,7.32,3370.35,0.084,684.95,10.27,0.001581,,
Tier 3,Cottbus,4200,5,3,1030,5150,2420.5,1779.5,2729.5,47.0,57.63,303.6,8450,1053.65,8.02,3264.89,0.109,919.79,13.8,0.001633,0.625,12.0
Tier 3,Cottbus,4200,5,5,1030,5150,2832.5,1367.5,2317.5,55.0,67.44,506.0,9750,1164.25,8.37,3194.58,0.126,1076.35,16.15,0.001656,0.625,12.0
Tier 3,Cottbus,4200,5,8,1030,5150,3450.5,749.5,1699.5,67.0,82.15,809.6,11700,1330.15,8.8,3089.12,0.151,1311.19,19.67,0.001681,0.625,12.0
Tier 3,Cottbus,4200,5,10,1030,5150,3605.0,595.0,1545.0,70.0,85.83,1012.0,13000,1363.5,9.53,2159.92,0.168,1369.9,20.55,0.001581,0.625,12.0
Tier 3,Cottbus,4200,5,12,1030,5150,3605.0,595.0,1545.0,70.0,85.83,1214.4,14300,1350.5,10.59,715.38,0.185,1369.9,20.55,0.001437,0.625,12.0
Tier 3,Cottbus,4200,7,0,1030,7210,2523.5,1676.5,4686.5,35.0,60.08,0.0,9100,1242.85,7.32,4718.49,0.084,958.93,14.38,0.001581,,
Tier 3,Cottbus,4200,7,3,1030,7210,3388.7,811.3,3821.3,47.0,80.68,303.6,11050,1482.91,7.45,5437.57,0.102,1287.71,19.32,0.001748,0.625,12.0
Tier 3,Cottbus,4200,7,5,1030,7210,3965.5,234.5,3244.5,55.0,94.42,506.0,12350,1642.95,7.52,5916.95,0.114,1506.89,22.6,0.00183,0.625,12.0
Tier 3,Cottbus,4200,7,8,1030,7210,4200.0,0.0,3010.0,58.25,100.0,809.6,14300,1693.8,8.44,4532.32,0.132,1596.0,23.94,0.001674,0.625,12.0
Tier 3,Cottbus,4200,7,10,1030,7210,4200.0,0.0,3010.0,58.25,100.0,1012.0,15600,1680.8,9.28,3087.79,0.144,1596.0,23.94,0.001535,0.625,12.0
Tier 3,Cottbus,4200,7,12,1030,7210,4200.0,0.0,3010.0,58.25,100.0,1214.4,16900,1667.8,10.13,1643.25,0.156,1596.0,23.94,0.001417,0.625,12.0
Tier 3,Cottbus,4200,10,0,1030,10300,3605.0,595.0,6695.0,35.0,85.83,0.0,13000,1775.5,7.32,6740.7,0.084,1369.9,20.55,0.001581,,
Tier 3,Cottbus,4200,10,3,1030,10300,4200.0,0.0,6100.0,40.78,100.0,303.6,14950,1934.5,7.73,6558.52,0.097,1596.0,23.94,0.001601,0.625,12.0
Tier 3,Cottbus,4200,10,5,1030,10300,4200.0,0.0,6100.0,40.78,100.0,506.0,16250,1921.5,8.46,5113.98,0.105,1596.0,23.94,0.001473,0.625,12.0
Tier 3,Cottbus,4200,10,8,1030,10300,4200.0,0.0,6100.0,40.78,100.0,809.6,18200,1902.0,9.57,2947.17,0.118,1596.0,23.94,0.001315,0.625,12.0
Tier 3,Cottbus,4200,10,10,1030,10300,4200.0,0.0,6100.0,40.78,100.0,1012.0,19500,1889.0,10.32,1502.63,0.126,1596.0,23.94,0.001228,0.625,12.0
Tier 3,Cottbus,4200,10,12,1030,10300,4200.0,0.0,6100.0,40.78,100.0,1214.4,20800,1876.0,11.09,58.09,0.135,1596.0,23.94,0.001151,0.625,12.0
Tier 3,Cottbus,5000,3,0,1030,3090,1081.5,3918.5,2008.5,35.0,21.63,0.0,3900,532.65,7.32,2022.21,0.084,410.97,6.16,0.001581,,
Tier 3,Cottbus,5000,3,3,1030,3090,1452.3,3547.7,1637.7,47.0,29.05,303.6,5850,624.39,9.37,1092.21,0.126,551.87,8.28,0.001415,0.625,12.0
Tier 3,Cottbus,5000,3,5,1030,3090,1699.5,3300.5,1390.5,55.0,33.99,506.0,7150,685.55,10.43,472.21,0.154,645.81,9.69,0.001355,0.625,12.0
Tier 3,Cottbus,5000,3,8,1030,3090,2070.3,2929.7,1019.7,67.0,41.41,809.6,9100,777.29,11.71,-457.79,0.196,786.71,11.8,0.001297,0.625,12.0
Tier 3,Cottbus,5000,3,10,1030,3090,2163.0,2837.0,927.0,70.0,43.26,1012.0,10400,792.1,13.13,-1593.13,0.224,821.94,12.33,0.001185,0.625,12.0
Tier 3,Cottbus,5000,3,12,1030,3090,2163.0,2837.0,927.0,70.0,43.26,1214.4,11700,779.1,15.02,-3037.66,0.252,821.94,12.33,0.001054,0.625,12.0
Tier 3,Cottbus,5000,5,0,1030,5150,1802.5,3197.5,3347.5,35.0,36.05,0.0,6500,887.75,7.32,3370.35,0.084,684.95,10.27,0.001581,,
Tier 3,Cottbus,5000,5,3,1030,5150,2420.5,2579.5,2729.5,47.0,48.41,303.6,8450,1053.65,8.02,3264.89,0.109,919.79,13.8,0.001633,0.625,12.0
Tier 3,Cottbus,5000,5,5,1030,5150,2832.5,2167.5,2317.5,55.0,56.65,506.0,9750,1164.25,8.37,3194.58,0.126,1076.35,16.15,0.001656,0.625,12.0
Tier 3,Cottbus,5000,5,8,1030,5150,3450.5,1549.5,1699.5,67.0,69.01,809.6,11700,1330.15,8.8,3089.12,0.151,1311.19,19.67,0.001681,0.625,12.0
Tier 3,Cottbus,5000,5,10,1030,5150,3605.0,1395.0,1545.0,70.0,72.1,1012.0,13000,1363.5,9.53,2159.92,0.168,1369.9,20.55,0.001581,0.625,12.0
Tier 3,Cottbus,5000,5,12,1030,5150,3605.0,1395.0,1545.0,70.0,72.1,1214.4,14300,1350.5,10.59,715.38,0.185,1369.9,20.55,0.001437,0.625,12.0
Tier 3,Cottbus,5000,7,0,1030,7210,2523.5,2476.5,4686.5,35.0,50.47,0.0,9100,1242.85,7.32,4718.49,0.084,958.93,14.38,0.001581,,
Tier 3,Cottbus,5000,7,3,1030,7210,3388.7,1611.3,3821.3,47.0,67.77,303.6,11050,1482.91,7.45,5437.57,0.102,1287.71,19.32,0.001748,0.625,12.0
Tier 3,Cottbus,5000,7,5,1030,7210,3965.5,1034.5,3244.5,55.0,79.31,506.0,12350,1642.95,7.52,5916.95,0.114,1506.89,22.6,0.00183,0.625,12.0
Tier 3,Cottbus,5000,7,8,1030,7210,4830.7,169.3,2379.3,67.0,96.61,809.6,14300,1883.01,7.59,6636.03,0.132,1835.67,27.53,0.001926,0.625,12.0
Tier 3,Cottbus,5000,7,10,1030,7210,5000.0,0.0,2210.0,69.35,100.0,1012.0,15600,1920.8,8.12,5756.2,0.144,1900.0,28.5,0.001827,0.625,12.0
Tier 3,Cottbus,5000,7,12,1030,7210,5000.0,0.0,2210.0,69.35,100.0,1214.4,16900,1907.8,8.86,4311.66,0.156,1900.0,28.5,0.001686,0.625,12.0
Tier 3,Cottbus,5000,10,0,1030,10300,3605.0,1395.0,6695.0,35.0,72.1,0.0,13000,1775.5,7.32,6740.7,0.084,1369.9,20.55,0.001581,,
Tier 3,Cottbus,5000,10,3,1030,10300,4841.0,159.0,5459.0,47.0,96.82,303.6,14950,2126.8,7.03,8696.59,0.097,1839.58,27.59,0.001846,0.625,12.0
Tier 3,Cottbus,5000,10,5,1030,10300,5000.0,0.0,5300.0,48.54,100.0,506.0,16250,2161.5,7.52,7782.39,0.105,1900.0,28.5,0.001754,0.625,12.0
Tier 3,Cottbus,5000,10,8,1030,10300,5000.0,0.0,5300.0,48.54,100.0,809.6,18200,2142.0,8.5,5615.59,0.118,1900.0,28.5,0.001566,0.625,12.0
Tier 3,Cottbus,5000,10,10,1030,10300,5000.0,0.0,5300.0,48.54,100.0,1012.0,19500,2129.0,9.16,4171.05,0.126,1900.0,28.5,0.001462,0.625,12.0
Tier 3,Cottbus,5000,10,12,1030,10300,5000.0,0.0,5300.0,48.54,100.0,1214.4,20800,2116.0,9.83,2726.51,0.135,1900.0,28.5,0.00137,0.625,12.0
Tier 3,Passau,3500,3,0,1080,3240,1134.0,2366.0,2106.0,35.0,32.4,0.0,3900,560.4,6.96,2330.74,0.08,430.92,6.46,0.001657,,
Tier 3,Passau,3500,3,3,1080,3240,1522.8,1977.2,1717.2,47.0,43.51,313.5,5850,657.54,8.9,1460.78,0.12,578.66,8.68,0.001484,0.625,12.0
Tier 3,Passau,3500,3,5,1080,3240,1782.0,1718.0,1458.0,55.0,50.91,522.5,7150,722.3,9.9,880.81,0.147,677.16,10.16,0.001421,0.625,12.0
Tier 3,Passau,3500,3,8,1080,3240,2170.8,1329.2,1069.2,67.0,62.02,836.0,9100,819.44,11.11,10.85,0.187,824.9,12.37,0.00136,0.625,12.0
Tier 3,Passau,3500,3,10,1080,3240,2268.0,1232.0,972.0,70.0,64.8,1045.0,10400,835.6,12.45,-1109.48,0.214,861.84,12.93,0.001243,0.625,12.0
Tier 3,Passau,3500,3,12,1080,3240,2268.0,1232.0,972.0,70.0,64.8,1254.0,11700,822.6,14.22,-2554.01,0.241,861.84,12.93,0.001105,0.625,12.0
Tier 3,Passau,3500,5,0,1080,5400,1890.0,1610.0,3510.0,35.0,54.0,0.0,6500,934.0,6.96,3884.57,0.08,718.2,10.77,0.001657,,
Tier 3,Passau,3500,5,3,1080,5400,2538.0,962.0,2862.0,47.0,72.51,313.5,8450,1108.9,7.62,3879.18,0.104,964.44,14.47,0.001712,0.625,12.0
Tier 3,Passau,3500,5,5,1080,5400,2970.0,530.0,2430.0,55.0,84.86,522.5,9750,1225.5,7.96,3875.58,0.12,1128.6,16.93,0.001736,0.625,12.0
Tier 3,Passau,3500,5,8,1080,5400,3500.0,0.0,1900.0,64.81,100.0,836.0,11700,1365.0,8.57,3476.6,0.144,1330.0,19.95,0.001705,0.625,12.0
Tier 3,Passau,3500,5,10,1080,5400,3500.0,0.0,1900.0,64.81,100.0,1045.0,13000,1352.0,9.62,2032.06,0.16,1330.0,19.95,0.001535,0.625,12.0
Tier 3,Passau,3500,5,12,1080,5400,3500.0,0.0,1900.0,64.81,100.0,1254.0,14300,1339.0,10.68,587.52,0.177,1330.0,19.95,0.001395,0.625,12.0
Tier 3,Passau,3500,7,0,1080,7560,2646.0,854.0,4914.0,35.0,75.6,0.0,9100,1307.6,6.96,5438.4,0.08,1005.48,15.08,0.001657,,
Tier 3,Passau,3500,7,3,1080,7560,3500.0,0.0,4060.0,46.3,100.0,313.5,11050,1544.3,7.16,6120.13,0.097,1330.0,19.95,0.001805,0.625,12.0
Tier 3,Passau,3500,7,5,1080,7560,3500.0,0.0,4060.0,46.3,100.0,522.5,12350,1531.3,8.07,4675.59,0.109,1330.0,19.95,0.001615,0.625,12.0
Tier 3,Passau,3500,7,8,1080,7560,3500.0,0.0,4060.0,46.3,100.0,836.0,14300,1511.8,9.46,2508.78,0.126,1330.0,19.95,0.001395,0.625,12.0
Tier 3,Passau,3500,7,10,1080,7560,3500.0,0.0,4060.0,46.3,100.0,1045.0,15600,1498.8,10.41,1064.24,0.138,1330.0,19.95,0.001279,0.625,12.0
Tier 3,Passau,3500,7,12,1080,7560,3500.0,0.0,4060.0,46.3,100.0,1254.0,16900,1485.8,11.37,-380.3,0.149,1330.0,19.95,0.00118,0.625,12.0
Tier 3,Passau,3500,10,0,1080,10800,3500.0,0.0,7300.0,32.41,100.0,0.0,13000,1784.0,7.29,6835.2,0.08,1330.0,19.95,0.001535,,
Tier 3,Passau,3500,10,3,1080,10800,3500.0,0.0,7300.0,32.41,100.0,313.5,14950,1764.5,8.47,4668.39,0.092,1330.0,19.95,0.001334,0.625,12.0
Tier 3,Passau,3500,10,5,1080,10800,3500.0,0.0,7300.0,32.41,100.0,522.5,16250,1751.5,9.28,3223.86,0.1,1330.0,19.95,0.001228,0.625,12.0
Tier 3,Passau,3500,10,8,1080,10800,3500.0,0.0,7300.0,32.41,100.0,836.0,18200,1732.0,10.51,1057.05,0.112,1330.0,19.95,0.001096,0.625,12.0
Tier 3,Passau,3500,10,10,1080,10800,3500.0,0.0,7300.0,32.41,100.0,1045.0,19500,1719.0,11.34,-387.49,0.12,1330.0,19.95,0.001023,0.625,12.0
Tier 3,Passau,3500,10,12,1080,10800,3500.0,0.0,7300.0,32.41,100.0,1254.0,20800,1706.0,12.19,-1832.03,0.128,1330.0,19.95,0.000959,0.625,12.0
Tier 3,Passau,4200,3,0,1080,3240,1134.0,3066.0,2106.0,35.0,27.0,0.0,3900,560.4,6.96,2330.74,0.08,430.92,6.46,0.001657,,
Tier 3,Passau,4200,3,3,1080,3240,1522.8,2677.2,1717.2,47.0,36.26,313.5,5850,657.54,8.9,1460.78,0.12,578.66,8.68,0.001484,0.625,12.0
Tier 3,Passau,4200,3,5,1080,3240,1782.0,2418.0,1458.0,55.0,42.43,522.5,7150,722.3,9.9,880.81,0.147,677.16,10.16,0.001421,0.625,12.0
Tier 3,Passau,4200,3,8,1080,3240,2170.8,2029.2,1069.2,67.0,51.69,836.0,9100,819.44,11.11,10.85,0.187,824.9,12.37,0.00136,0.625,12.0
Tier 3,Passau,4200,3,10,1080,3240,2268.0,1932.0,972.0,70.0,54.0,1045.0,10400,835.6,12.45,-1109.48,0.214,861.84,12.93,0.001243,0.625,12.0
Tier 3,Passau,4200,3,12,1080,3240,2268.0,1932.0,972.0,70.0,54.0,1254.0,11700,822.6,14.22,-2554.01,0.241,861.84,12.93,0.001105,0.625,12.0
Tier 3,Passau,4200,5,0,1080,5400,1890.0,2310.0,3510.0,35.0,45.0,0.0,6500,934.0,6.96,3884.57,0.08,718.2,10.77,0.001657,,
Tier 3,Passau,4200,5,3,1080,5400,2538.0,1662.0,2862.0,47.0,60.43,313.5,8450,1108.9,7.62,3879.18,0.104,964.44,14.47,0.001712,0.625,12.0
Tier 3,Passau,4200,5,5,1080,5400,2970.0,1230.0,2430.0,55.0,70.71,522.5,9750,1225.5,7.96,3875.58,0.12,1128.6,16.93,0.001736,0.625,12.0
Tier 3,Passau,4200,5,8,1080,5400,3618.0,582.0,1782.0,67.0,86.14,836.0,11700,1400.4,8.35,3870.19,0.144,1374.84,20.62,0.001763,0.625,12.0
Tier 3,Passau,4200,5,10,1080,5400,3780.0,420.0,1620.0,70.0,90.0,1045.0,13000,1436.0,9.05,2966.0,0.16,1436.4,21.55,0.001657,0.625,12.0
Tier 3,Passau,4200,5,12,1080,5400,3780.0,420.0,1620.0,70.0,90.0,1254.0,14300,1423.0,10.05,1521.47,0.177,1436.4,21.55,0.001507,0.625,12.0
Tier 3,Passau,4200,7,0,1080,7560,2646.0,1554.0,4914.0,35.0,63.0,0.0,9100,1307.6,6.96,5438.4,0.08,1005.48,15.08,0.001657,,
Tier 3,Passau,4200,7,3,1080,7560,3553.2,646.8,4006.8,47.0,84.6,313.5,11050,1560.26,7.08,6297.58,0.097,1350.22,20.25,0.001833,0.625,12.0
Tier 3,Passau,4200,7,5,1080,7560,4158.0,42.0,3402.0,55.0,99.0,522.5,12350,1728.7,7.14,6870.36,0.109,1580.04,23.7,0.001919,0.625,12.0
Tier 3,Passau,4200,7,8,1080,7560,4200.0,0.0,3360.0,55.56,100.0,836.0,14300,1721.8,8.31,4843.64,0.126,1596.0,23.94,0.001674,0.625,12.0
Tier 3,Passau,4200,7,10,1080,7560,4200.0,0.0,3360.0,55.56,100.0,1045.0,15600,1708.8,9.13,3399.1,0.138,1596.0,23.94,0.001535,0.625,12.0
Tier 3,Passau,4200,7,12,1080,7560,4200.0,0.0,3360.0,55.56,100.0,1254.0,16900,1695.8,9.97,1954.56,0.149,1596.0,23.94,0.001417,0.625,12.0
Tier 3,Passau,4200,10,0,1080,10800,3780.0,420.0,7020.0,35.0,90.0,0.0,13000,1868.0,6.96,7769.15,0.08,1436.4,21.55,0.001657,,
Tier 3,Passau,4200,10,3,1080,10800,4200.0,0.0,6600.0,38.89,100.0,313.5,14950,1974.5,7.57,7003.26,0.092,1596.0,23.94,0.001601,0.625,12.0
Tier 3,Passau,4200,10,5,1080,10800,4200.0,0.0,6600.0,38.89,100.0,522.5,16250,1961.5,8.28,5558.72,0.1,1596.0,23.94,0.001473,0.625,12.0
Tier 3,Passau,4200,10,8,1080,10800,4200.0,0.0,6600.0,38.89,100.0,836.0,18200,1942.0,9.37,3391.91,0.112,1596.0,23.94,0.001315,0.625,12.0
Tier 3,Passau,4200,10,10,1080,10800,4200.0,0.0,6600.0,38.89,100.0,1045.0,19500,1929.0,10.11,1947.37,0.12,1596.0,23.94,0.001228,0.625,12.0
Tier 3,Passau,4200,10,12,1080,10800,4200.0,0.0,6600.0,38.89,100.0,1254.0,20800,1916.0,10.86,502.83,0.128,1596.0,23.94,0.001151,0.625,12.0
Tier 3,Passau,5000,3,0,1080,3240,1134.0,3866.0,2106.0,35.0,22.68,0.0,3900,560.4,6.96,2330.74,0.08,430.92,6.46,0.001657,,
Tier 3,Passau,5000,3,3,1080,3240,1522.8,3477.2,1717.2,47.0,30.46,313.5,5850,657.54,8.9,1460.78,0.12,578.66,8.68,0.001484,0.625,12.0
Tier 3,Passau,5000,3,5,1080,3240,1782.0,3218.0,1458.0,55.0,35.64,522.5,7150,722.3,9.9,880.81,0.147,677.16,10.16,0.001421,0.625,12.0
Tier 3,Passau,5000,3,8,1080,3240,2170.8,2829.2,1069.2,67.0,43.42,836.0,9100,819.44,11.11,10.85,0.187,824.9,12.37,0.00136,0.625,12.0
Tier 3,Passau,5000,3,10,1080,3240,2268.0,2732.0,972.0,70.0,45.36,1045.0,10400,835.6,12.45,-1109.48,0.214,861.84,12.93,0.001243,0.625,12.0
Tier 3,Passau,5000,3,12,1080,3240,2268.0,2732.0,972.0,70.0,45.36,1254.0,11700,822.6,14.22,-2554.01,0.241,861.84,12.93,0.001105,0.625,12.0
Tier 3,Passau,5000,5,0,1080,5400,1890.0,3110.0,3510.0,35.0,37.8,0.0,6500,934.0,6.96,3884.57,0.08,718.2,10.77,0.001657,,
Tier 3,Passau,5000,5,3,1080,5400,2538.0,2462.0,2862.0,47.0,50.76,313.5,8450,1108.9,7.62,3879.18,0.104,964.44,14.47,0.001712,0.625,12.0
Tier 3,Passau,5000,5,5,1080,5400,2970.0,2030.0,2430.0,55.0,59.4,522.5,9750,1225.5,7.96,3875.58,0.12,1128.6,16.93,0.001736,0.625,12.0
Tier 3,Passau,5000,5,8,1080,5400,3618.0,1382.0,1782.0,67.0,72.36,836.0,11700,1400.4,8.35,3870.19,0.144,1374.84,20.62,0.001763,0.625,12.0
Tier 3,Passau,5000,5,10,1080,5400,3780.0,1220.0,1620.0,70.0,75.6,1045.0,13000,1436.0,9.05,2966.0,0.16,1436.4,21.55,0.001657,0.625,12.0
Tier 3,Passau,5000,5,12,1080,5400,3780.0,1220.0,1620.0,70.0,75.6,1254.0,14300,1423.0,10.05,1521.47,0.177,1436.4,21.55,0.001507,0.625,12.0
Tier 3,Passau,5000,7,0,1080,7560,2646.0,2354.0,4914.0,35.0,52.92,0.0,9100,1307.6,6.96,5438.4,0.08,1005.48,15.08,0.001657,,
Tier 3,Passau,5000,7,3,1080,7560,3553.2,1446.8,4006.8,47.0,71.06,313.5,11050,1560.26,7.08,6297.58,0.097,1350.22,20.25,0.001833,0.625,12.0
Tier 3,Passau,5000,7,5,1080,7560,4158.0,842.0,3402.0,55.0,83.16,522.5,12350,1728.7,7.14,6870.36,0.109,1580.04,23.7,0.001919,0.625,12.0
Tier 3,Passau,5000,7,8,1080,7560,5000.0,0.0,2560.0,66.14,100.0,836.0,14300,1961.8,7.29,7512.05,0.126,1900.0,28.5,0.001993,0.625,12.0
Tier 3,Passau,5000,7,10,1080,7560,5000.0,0.0,2560.0,66.14,100.0,1045.0,15600,1948.8,8.0,6067.51,0.138,1900.0,28.5,0.001827,0.625,12.0
